comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"""

Title

Is there a reason """"roster"""" isn't capitalized on the title of the page?  Same thing with the previous roster.""",0,0,0,0,0,0
"Could you please make a list under my latest comments, of the points you have arguing why I'm misinterpreting policy, so I can address each one.  Thanks,",0,0,0,0,0,0
"Thanks, right, I spotted the author and title yesterday. Appreciate the synop, but I think I'd prefer to read it before making any conclusions. Sounds like it could be an interesting account of one man's experience. Searching for the book, it's fairly obscure, out of print. I noticed some used copies floating around on Alibris.",0,0,0,0,0,0
"Reverting constructive edits 

Why are you reverting my anonymous, but constructive and truthful, edits to the Dave Aitel article? Is it because you're gay?",1,0,0,0,0,0
That was an accident and I am sorry,0,0,0,0,0,0
"You asked
Yes, you see I have edited 2500 articles. I don't need to say much more. And when you look at my articles, you have no problems. I think I am at the admin level.",0,0,0,0,0,0
Nightcrawler is lovely. See,0,0,0,0,0,0
"""

 Re: """"Oblateness constant"""" 

Haha, my lack of knowledge is showing up.  I was working on Wikipedia:WikiProject Missing encyclopedic articles and 'oblateness constant' showed up.  I attempted to define it on oblate and redirected the original, but it could do with a professional's view!  Please do change it. Cheers  """,0,0,0,0,0,0
"""

 Previously unreleased track on """"The Best of Syd Barrett - Wouldn't You Miss Me?"""" 

EMI compilation """"The Best of Syd Barrett - Wouldn't You Miss Me?"""" contains one previously unreleased track - """"Bob Dylan Blues"""" (track No. 21 on the CD). This is significant enough to be mentioned in the main article.""",0,0,0,0,0,0
"if you don't have ocd, then stop vandalizing pages. easy.",0,0,0,0,0,0
"John Dobson's death 
Hi, I grew up with John's son and it was announced on on social media so that is how I know he died.",0,0,0,0,0,0
"As a further thought, maybe precisley a short history of the history would make a suitable introduction, to allow for the controversiality of the issue to be made fully apparent from the outset?
Simon",0,0,0,0,0,0
you fucking piece of shit,1,1,1,0,1,0
"Fred, shut up you sad old twat, no one is interested in 'i think i'm fucking god' wiki moderators. get a real job you sad little man...",1,0,1,0,1,1
"The new image only shows Superwoman, and gives a much clearer illustration than the previous one, so I think it does ENHANCE the page.",0,0,0,0,0,0
It wouldn't be disinformation to allow 10% of the article space - which at the moment reads like a eulogy - to a representative selection of scholarly reception for these theories.,0,0,0,0,0,0
"Take this how you will, but you suck Big Black Donkey Balls",1,0,1,0,1,0
"""

It's OK folks, FreeRangeFrog is clearly making up for an inadequacy in their own life and needs to do what they did. Nice to see all the old glory hunters returning en-masse. '''''' Dick Laurent is dead """,0,0,0,0,0,0
"Why are you STILL harassing me?  Do you love Boston that much?  Where the fuck(that is right, I wrote it.) is you threat or block of that clown who left racists comments over a BS topic?  Was it you?  You have a serious problem.  Why in the hell are you following me every place I go on here.  The Indian thing was a fucking comment that anyone can leave.  If you search on this whole site, you wil find FAR worse than what I wrote.  You faggots (yeah I wrote that too.  I guess you can see that I can give a fuck about a block since I can create endless IP address. I see we may go back into an IP war...) seem to jump at everything I do.  Get off of my dick.  Why don't you go shut the racists down?  I guess you think as they do so it is cool with you.  When I write something on here not related to New England, I should not expect your monkey ass to be on my case.  I guess I am ready to be blocked.  Believe me when I tell you, I will be on YOUR cases after harassing over some bullshit Boston/New England commnets!",1,0,1,0,1,1
"""
lol desperate attempts to push a pov on Republic of Macedonia page. You went to dig out my second accout case from 1,5 years ago as if that would provide reliable information on some Greek linguistic minority. There has not been a consensus, i cant immagine what kind of consensus can be made when there are no reliable sources or relevan evidence. Fut.Perf. has not expressed an oppinion on the matter. In the contrary User Luka Jačov ,   """,0,0,0,0,0,0
"Wasn't there a sausagefest article?
Or sausagefest anyway. I could have sworn a few weeks back there was an article about this as a known phrase for all male groups and/or all male sexual orgies. Or was that urbandictionary? Wonder what happened to it.  Anyway, redirecting to  Human sex ratio#Gender imbalance seems silly. Sausage Fest goes to List of Robot Chicken episodes#Season_2.3A_2006, so that would make sense. Even better, a disambiguation so people looking for the all male institutions vs. all male sex practice vs. various Sausage Festivals mentioned herein would have those choices.   (Talkie-Talkie)",0,0,0,0,0,0
"And as a starting point: I'd never heard of her till last week, when I saw her in a movie and looked her up. Call me ignorant, but she's not that well known outside India.",0,0,0,0,0,0
"""

Double Standard reloaded
Who is interested in debating and who is not?
Who is interested in developing the article and
who is interested in freezin it to death, including using threats and veiled censorship in the form of selective double standard applying of internal rules?

After all, it never too much to remind that:
an editor besides not been unwilling or unable to counter argue, over a year and a half, he also have done baseless statements about editions done by me in a certain rude tone,
During all this time, I have responded to him in the same mode, but especifically to these assertions,
not having any left unanswered, unlike him...
...and only me is who was warned and blocked
Curious...
  

""""Summary of operations""""
To the newcomers in this discussion and also to the selective forgetful ones:

See above The heart of this Case;
As well as the sections Spurious Quotations, Once Again, and sections Warning to Judge by yourselves II in my Talk Page;

To note that 
1) from grammatical objections to the size of version that I propose, no one objection was left standing and even so it continues to be reversed, 
even taking into account that the present version: 
incurs spurious quote in the 1st paragraph, 
too detailed and redundant information (for an article that are supposed to be short...) on the 2nd paragraph, 
and incomplete besides be longer, vague and non neutral in the 3rd...

2) How not to think in double standard when:

The last disruptive revertion, besides be longer than the version I propose, was based entirely on incorrect inferences and historical misconceptions as I shown above (again... See above points A to E in """"Once Again"""" section ) that were related only to the 2nd paragraph (of the version I propose);
and that
No word was uttered against or about the spuriousness that was purged of the 1st paragraph, as well as against or about the 3rd paragraph, that according to some editor (Ctr F on word """"solid"""" to see above, on the discussion about grammar in the """"Once Again"""" section), was """"pretty solid""""...

And even so, the revertion was done...

So, I again ask you all:

1) Is the spuriousness justifiable under any circunstances?

2) In the case of an encyclopedia that is intended to be free and neutral, which group of honest editors would admit the use of partial referrals that lead to political and historical inferences in favor of a political regime (monarchical, military, etc.) whatever be?

Worse, which group of honest editors would allow the use of spurious citations of a partial source for purposes mentioned above - even if this purposes are involuntary, although the time that passed without actions having been taken, as well as the resistance to remediation maintained, only makes this possibility (of involuntariness) unlikely???

3) Which group of honest editors, ladies and gentlemen, who were truly committed to the freedom and neutrality of such instrument, would vote against such remediation or would omit about it?
  """,0,0,0,0,0,0
"""

 May 2008 
 Please stop your disruptive editing. If your vandalism continues, you will be blocked from editing Wikipedia.   |  Talk Contribs 
If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.""",0,0,0,0,0,0
"Hello 

go fuck yourself, kid.  Adults are talking.",1,1,1,0,1,0
"""

 Please do not vandalize pages, as you did with this edit to User talk:Astrotrain. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0
"For instance, I'm experiencing hard troubles when opening and editing this overloaded page, which I'm sure is the case with many other users of WP.",0,0,0,0,0,0
The information will stay off until proper citing can occur.  Please leave the remaining page intact.  If Mr. Mega publishes this information himself will it then be ok to include it?,0,0,0,0,0,0
"hello
my name is Piers Fry, how are you today?",0,0,0,0,0,0
"Alright, your lack of fact checking and denial of truth is pathetic, especially by your staff. 

Stop making comments, just to harass me. 

You are assuming I'm everyone who doesn't agree with your wiki article. Pathetic. 

I will continue to report them until your competent employees do the right thing.",1,0,0,0,0,0
"2011 Atlantic hurricane season 

Please be more careful with edits like this: . That does not seem to be vandalism at all.",0,0,0,0,0,0
", 1 August 2007 (UTC)
My only ida is to put it on the right side of the Origins section, under the infobox. For me anyway, it wouldn't screw up the page if it were there, but this is a laptop, so the screen size is different. 2 21:59",0,0,0,0,0,0
"""

Please explain what do you mean by

""""reviews of his books to establish notability, as they aren't independent of the subject. For the article to be accepted and notability to be verifiable, you need non-trivial and independent sources""""

why books' reviews are considered dependent? 
Can you give an example what is considered to be independent or non-trivial.
 Looking on many other biographies of professors in Wikipedia - I find many other with even less resources.""",0,0,0,0,0,0
"""Hello! I see you are listed in Category:Wikipedians in Germany. I have made subcategories for each Bundesland in case you would like to add yourself to the appropriate one. See Category:Wikipedians in Germany for a list of the subcategories (they use the English names, the same as their Wikipedia articles).  (tɔk) """,0,0,0,0,0,0
"""
Oppose per nom. Summoned by bot. I don't even know if it warrants inclusion in the conspiracy article, but that's another discussion. YO 😜 """,0,0,0,0,0,0
"""
 Profound apologies  !! My comment was to the dismissive comments of guy above you pretending to know what archaeologists think and how they develop knowledge.  I'm still working out the use of the writing tools, and unsure of the protocol with placement. It really was not directed at you. Sorry about my incompetence with the use of the """":::"""" and all that. I fully agree with your comment, in fact I believe that it goes farther, and that archaeology and other tools can help mitigate against the inherent biases of sole reliance on the historic record.   """,0,0,0,0,0,0
"Thanks! 

Thank you, but I don't believe that expressing my opinion is vandalism. No doubt I'll be blocked in five minutes...",0,0,0,0,0,0
Ram it up ur ass very hard till ur eyes water,0,0,1,0,0,0
"According to your edits, you add ratings based on your brothers point of view. Wikipedia only accepts legitimate ratings based on a reliable and well know sources such as from a well known newspaper column, magazine, or a highly reputed review site and not the inclusion of ratings based on the opinion of your brother's personal music review blog.",0,0,0,0,0,0
"IPS is not a western newsw source and cannot be completely trustworthy, however multiple sources allege that the IDF confiscated evidence/censored news sources so this article source is quite suitable for adding balance. If that's what editors are seeking to do, of course. 94.116.37.43",0,0,0,0,0,0
"Your page Penny university is a blatant copyright violation. Please take some time to learn how Wikipedia works. You have already created two pages, one of which will be and the other might be deleted. Pleae go and learn the rules before you continue editing!  | (talk)",0,0,0,0,0,0
(Greenland has fascinating scenery just like Alaska),0,0,0,0,0,0
5 Alpha Reductase Inhibitors actually increase the risk of aggressive prostate cancer,0,0,0,0,0,0
A3]]. Quality check 13:18,0,0,0,0,0,0
"How very sad. I have been editing for many years without ever being blocked. If you check my edit history for today yoyu will see that I have spent hours improviing prose and correcting spelling. User talk:BehnamFarid's comments were totally out of order and, yes, I completely lost my rag with this individual, but in the circumstances I think that is understandable.",0,0,0,0,0,0
"Your blatant POV pushing 

Neither of you guys has made any contribution to this Italian history article other than to shove your unhistorical unconstructive modern POV in my face.
This is a HISTORY article. HISTORY.
Have you heard of that?
This is the reason why so many people get pissed off about the pedantry and idiocy and triviality of Wikipedia.
J*sus. Get a f*cking life.",1,0,1,0,0,0
"""Line of succession in 15 March 1917==
Emperor of All Russia Nicholas II of Russia
{{pad|20px}} [[Alexei Nikolaevich, Tsarevich of Russia|Alexei Nikolaevich]] (1904–1918)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
{{pad|40px}}[[Grand Duke Michael Alexandrovich of Russia|Grand Duke Michael Alexandrovich of Russia]] (1878–1918)
{{pad|40px}}[[Cyril Vladimirovich, Grand Duke of Russia|Cyril Vladimirovich]] (1876–1938)
NEWL",0,0,0,0,0,0
Comment Unusual settlement/town names in British Columbia are not rare; have a look here at WP:CANLIST which is the current listing of all unique-placenames without comma-province dabs.,0,0,0,0,0,0
"""

 FAR 
Yes, it could do with more hands, and if you would like to help raise standards that would be great. I estimate that FAR has a lag of about 18-24 months on the average FAC in terms of difficulty. ''''  (cricket calendar poll!'') """,0,0,0,0,0,0
Responded on your talk page-,0,0,0,0,0,0
"Things to add 

We should have more information on 
the computing facilities at Wesleyan, 
student groups, 
a history of protest going back more than four years,",0,0,0,0,0,0
Sounds nice to.But don't you think we should wait a little it?Find more info is an option-TehBazzard,0,0,0,0,0,0
Done already. I will use my credit in another occasion. Thanks.,0,0,0,0,0,0
"Re: Speedy Deletion Request 

While I agree that the magazine has been out of production for 50 years, an article like this increases awareness of it, thereby increasing the collector value of issues owned by those who have them.  This article is therefore promoting this magazine in an effort to increase the profit gained from selling these magazines by making the public aware of its existence. 207.216.31.33",0,0,0,0,0,0
I'd prefer to leave the talk open should new users or IPs need to contact me regarding edits and other contents. Thanks for all this.,0,0,0,0,0,0
"Maybe, I haven't gone through all of them, but a few of them are just mentions and not particularly useful for this article.  I encourage you to add references to the relevant of any of these mentions that has useful information about the website.",0,0,0,0,0,0
"Yes, and the article is inconsistent with the infobox in regards to whether it's Manhattan or the Bronx.",0,0,0,0,0,0
"Contact
Please email me privately. There's a matter I'd like to discuss.",0,0,0,0,0,0
"""

There is some information about the product mentioned by  on the Juice Plus website. The other products he mentioned as having been discontinued (""""chewable tablets and gummies"""") are no longer listed. It only took a couple of clicks to find this information.   """,0,0,0,0,0,0
U Suck why can i not edit i am not writing anything bad just changes words to their correct spelling.,1,0,1,0,1,0
"Cushing Disease 

Cushing Disease ought to have a separate entry from Cushing's Syndrome",0,0,0,0,0,0
"It was, just an edit conflict. I already responded to Jclemens about it. Thanks.",0,0,0,0,0,0
Thanks Rschen7754   wikieditor9999,0,0,0,0,0,0
"Birmingham 

Hi, I noticed your comment at this AfD discussion.  I've suggested which articles should be kept, as you requested.  However, please remember WP:BITE: I think you were a little mean to our friend",0,0,0,0,0,0
"""
 Yes it needs something at present its completely un-encyclopaedic but I have no time since I am on a Wiki-break from tonight and this one is pretty demanding time-wise. Sohambanerjee1998 """,0,0,0,0,0,0
"""

The full documented list of Muslim authors who wrote that blacks were cursed to slavery by Noah's """"Curse of Ham"""" actually does go all the way to the time of the prophet (Ibn Ata), according to the sources present in the article so far.  You don't dispute that it is a documented teaching of Mediaeval Muslim scholars, you seem to be arguing that we all have an obligation not to report this fact because it doesn't fit in with your teaching.  But the way wikipedia works is, if Mediaeval Muslim scholars taught such a thing, and it is documented, then we are allowed to say that Mediaeval Muslim scholars taught such a thing and that it is documented.  /talk/ """,0,0,0,0,0,0
"Once upon a time, in a steppe far, far away...

It is a dark time for the rebellion bulgak tribe. Although the Hunnic Empire has been destroyed, imperial troops have driven the rebel forces from their hidden base and pursued them across the Pontic Steppe.

Evading the dreaded Imperial horsefleet, a group of freedom fighters led by Khan Asparukh Skywalker conquered Scythia Minor, opening access to Moesia, and established the First Bulgarian Empire.

The evil lord Genghis khan, obsessed with finding young Asparukh Skywalker, has dispatched thousands of remote probes into the far reaches of steppe...

You can replace the original article with this text and it won't make any difference. Seriously.",0,0,0,0,0,0
"Infobox hurricane season 

It's pretty much complete. I need to make some documentation, and possibly tweak things that may pop up. You might want to test it out, so if there are questions or suggestions, I can go ahead and address them.",0,0,0,0,0,0
"Hi, I am the person mentioned in this page. Just a note to say that this page was *not* created by me (it is not a case of self promotion). Perhaps one of my former students created this page. Please go for deletion if it is not in the spirit of Wikipedia.",0,0,0,0,0,0
"Svenska journalistklubben is what is claimed, but in one of the articles, Thomas Matsson points out that this organisation doesn't seem to exist (this could be put in the article too).",0,0,0,0,0,0
"P.S Im a fucking cunt rag and enjoy the taste of a nice warm pile of shit every morning. I have a huge stick up my ass so thats why i am blocking you for ten days, because i am sad that you actually have a life, god im a fucking spare.",1,0,1,0,1,0
"WikiProject Paranormal 

Hey there, just wondering if you'd ever thought of heading over to WikiProject paranormal and playing about with some of the articles there? It's a good place to go if you're into 'fringe' topics. Sorry I couldn't find any sources for your UFO sighting page. The muffin is not subtle",0,0,0,0,0,0
"If you want to avoid spoilers, then don't come to Wikipedia, whose purpose is to contain information, irregardless of people's personal feelings about it. Simple common sense.  (Feeling chatty? ) (Edits!)",0,0,0,0,0,0
"David Horvitz 

Your edit created a grammatical problem.  Thank you for correcting the part about 'the Wikipedia adminstration'.  I think this makes it pretty clear that the majority of the editors thought the images were of poor quality (not you, I am sure).  On the reason for the deletion this refers.  The reason isn't very clear.  Was it a presumed copyright violation?  Or a spamming campaign, as your own comment suggested?  Or using Commons as an art gallery?  If the latter, is it only permissible to use Commons for unartistic images?  By the way, I have nothing to do with Horvitz, never met him nor communicated with him, but I admire his work.  Can we continue discussion on the article talk page? I am turning in for tonight. PS from the photo on your user page, you live quite close to where some of this took place!",0,0,0,0,0,0
"""

 Please do not remove content from pages without explanation, as you did with this edit to Biodiversity. If you continue to do so, you may be blocked from editing.    """,0,0,0,0,0,0
"I think it was done only to keep it in line with the ABC and NBC tables.  It is important to note that, considering all the other CBS O&Os; past and present have been purchases.  I personally don't have a problem with keeping it.",0,0,0,0,0,0
"Not to mention, i would not be that stupid to use my real name on an account that was used to insult people. Maybe i can file this as a case of character defamation?",0,0,0,0,0,0
"hey 

you r a douche",1,0,0,0,0,0
"""

 Please do not vandalize pages, as you did with this edit to Nail. If you continue to do so, you will be blocked from editing.  gabsadds """,0,0,0,0,0,0
"Hello! 

I've just started the Mc daddy page! And we could use you're help on it!",0,0,0,0,0,0
"Grafikm, please dont hurt your credibility by seconding insinuations and demands based on pure (ideological? ethnic?) hate. Or are you deliberately adding fuel to the fire and beating the drums? That's not what Wikipedia is about.",0,0,0,0,0,0
"Oh, it makes sense. I'm glad to have helped (you two have done a fantastic job!). —",0,0,0,0,0,0
"""
The Graceful Slick....
Is non other than an ungraceful dick!81.158.100.146  """,1,0,1,0,1,0
"Robert Rodsen book
i loved it.  I have an elderly friend in the Spartanburg Jewish congregation who knows him!",0,0,0,0,0,0
"""Info==

""""In Britain there have been only 14 known fatalities since 1876; the last a 5-year-old child in 1975""""

See: http://forums.forestresearch.gov.uk/forestry/Adder

""""No one has died from adder bite in Britain for over 20 years""""

If it was 1975 surely they would say over 30 years?

The site could be a good reference btw.
134.36.93.46  

==""",0,0,0,0,0,0
"Taking a religious, spiritual, or philosphical idea and making some vague analogy to some scientific concept (even if such an analogy accurately describes the scientific idea, which they usually don't) does not in any sense make that idea scientific.",0,0,0,0,0,0
"Sorry to see that The Bugs Bunny Show didn't make good article, FuriousFreddy. I know sometimes it can be frustrating to spend much of your hard work and energy trying to improve something and still not accomplish your goal (in fact, it's been almost a month since I put Duck Soup up for nomination, and I still don't know yet if it's made it or not). Perhaps in the future, if you ever do come back out of retirement, I can help you in updating The Bugs Bunny Show to GA status. Regards, '''''' (talk  •  contribs  •  critique)",0,0,0,0,0,0
"""

Since you're already at it..
Could you help me to address San Isidro College, which has been tagged for speedy deletion. Author is lifting text right off the internet. CSD template gives further information. (Talk)  """,0,0,0,0,0,0
"""

Agreed. I amended the article after the chessbase article came out. I think it's only fair to report it, without endorsing or refuting the possibility that Topalov did, in fact, cheat. Dionyseus has never understood the difference between saying, """"Topalov was accused of cheating"""" and """"Topalov cheated"""", so it is possible that he will now delete my edit, arguing that Topalov didn't cheat. It's frustrating and time consuming, arguing with characters like that. And while I had plenty of passive support last year, I'd appreciate some more active support for inclusion this time around, should Dionyseus choose to make another big stink. Apparently, Dionyseus interprets neutrality as the censorship of negative information, no matter how factual. Of course, this is the same guy who, last year, edited Kramnik's article so that it started with a list of his match losses. Of course, I wouldn't want to infringe upon wiki's tradition of love, charity, and respect; so, I feel I should clarify my position insofar as I absolutely DO NOT regard Dionyseus to be 1) a blight on wikipedia, 2) a mental degenerate, 3) incapable of lucid reasoning, or 4) incapable of language use. He is certainly none of those things. And admins may take that as an official statement.  """,0,0,0,0,0,0
"I've copyedited the article to clean up the section and eliminate the duplication. Please check whether I've addressed your concerns. I still owe you a response to your substantive questions, which I'll get to asap.",0,0,0,0,0,0
"Please unblock me  

@User:Krimuk90:Respected Krimuk Sir,
                       I didn't spoke any harsh words to you actually my account was hacked for two months from october to december and i got my password on 15th december 2014. When i opened my account today some mastermind used my name to harass you.I donot even know how to hack or track an account or track you. I am 20 year college student who is doing his ba from ignou and have done a short term diploma in web designing. Please sir i did'nt wrote anything on your userpage or talkpage from various ip's also because those ip's were also of the mastermind people. Please unblock me and i just want to delete my  wikipedia account it is of no use for me. Please it is a humble request that unblock me.

From:Mridul Sharma",0,0,0,0,0,0
"""

 Please do not add nonsense to wikipedia 

 As they say in the movies, """"oh be-have"""". Seriously, though, we are trying to write an encyclopedia here, so don't make joke edits. Some readers looking for a serious article might not find them amusing. Remember, millions of people read Wikipedia, so we have to take what we do a bit seriously here. If you'd like to experiment with editing, try the sandbox, where you can write whatever you want (as long as it's not offensive).   """,0,0,0,0,0,0
But its not stated maybe try again?,0,0,0,0,0,0
it seems like not only do you behave in a way that offends people.. but that you then enjoy the arguments that inevitably follow.  Did something in your current life/childhood happen that left you profoundly angry at the world?  Because that is how it looks when you talk like that.,0,0,0,0,0,0
"""
This scanned 1848 book says """"manors of Barew and Inglescombe or Englishcombe"""", and the Englishcome village website suggests the Duchy owns property in that area, so it looks the same.  By google hit count neither version seems overwhelmingly popular, and both still seem in current use.  I suggest following the Duchy source with Englishcombe in brackets - I'll do that, but change it if you prefer another way.  NB Newton St Loe is exceptionally pretty to walk around on a sunny day if you pass that way!   """,0,0,0,0,0,0
"""

Yes, it's definitely. Particularly when there are so few people editing I-P articles that actually read, as you do. I missed you G-Dett. talk """,0,0,0,0,0,0
"Are you sure you know what is going on here? I' not, as far as I'm aware, in conflict with any of the participants in this pointless kerfuffle. As for poking the bear: you need to address your words to Spartaz, not me",0,0,0,0,0,0
I fail to see any problem with the edit summary you quote. It was from my talk page and it was indeed an idiotic warning. Trigger happy Sess had warned me for removing a stupid warning from,1,0,0,0,0,0
"""

Street Fighter template

I've put the width back to 100%, but I'd really rather keep the ndash's for now (tho I did replace them with the unicode ndash (not to be confused with a hyphen on ye olde keyboard) so they wouldn't look so ugly when viewed/edited). BTW, sorry for the lag time in responding, I missed your reply till today! ( — (talk) (e-mail) """,0,0,0,0,0,0
"Grand Theft Auto IV 

Hi, I reverted your edit on Grand Theft Auto IV because the change was unsourced and could potentially fail WP:BLP. You unrevereted, but it was re-reverted again. What you say may very well be true, but you need to provide the article which you are sourcing that information from. talk",0,0,0,0,0,0
"And looking at RS Disography, I see in last 20 yrs maybe half albums make US top 5, half don't. Again does not proof your intro.",0,0,0,0,0,0
"""

 ITN for 2005 Sydney terrorism plot 
On 16 October 2009, In the news was updated with a news item that involved the article 2005 Sydney terrorism plot, which you recently nominated and substantially updated. If you know of another interesting news item involving a recently created or updated article, then please suggest it on the candidates page.  •wicke """,0,0,0,0,0,0
-Hillelfrei 70.29.100.35,0,0,0,0,0,0
"Language

According to what I know, the Torah's language lead people to believe it was written during the era of the Second Temple...",0,0,0,0,0,0
fuck off alf. are you ever off wikipedia you cock sucking nerd.,1,0,1,0,1,0
"""

How is it the wrong way round? If I had fucked up the pages when I edited stuff or had deleted information by accident then MAYBE I would have read the guidelines. But my edits were perfectly harmless, they must of taken you about 3 seconds to delete. And you didn't actually point out what I was doing wrong, writing """"disruptive"""" all the time is a great help...""",1,0,0,0,0,0
"Tecmobowl has been harassing me and in general has been engaging in vandal like behavior on several baseball related articles. He has been deleteing content from articles, removing warnings from his talk page and claiming he is improving them and generally acting like a troll. Given his track record I am firmly convinced he is a vandal. Action needs to be taken!  Tipline",0,0,0,0,0,0
"""

Oh, that says """"Kim Il-sung City""""! """"Si"""" means a lot of things, but """"City"""" in this context. Trolling is when an Internet user tries to hurt another's feelings (isn't it?) How would that Ref Desk entry hurt anyone and why?  """,0,0,0,0,0,0
"I certainly do not ignore anyone's views, I have been flexible, listened carefully, and changed my positions often to accomodate and work toward concensus. This is not here about pov - we have simple facts to include. The UNSC is the sole judicial authority in regard to the crime of aggresion, a simple fact. It has made it's decision years ago, another fact. The legality of the war was settled years ago, a most relevant fact. The facts bother you, you cannot debate these points, so you silently revert. I suggest following WP policy for controversial topics, what do you think is non-controversial - if not the settled law on this invasion? Two people who will not debate, but silently revert, who will not work toward a consensus cannot be worked with. I cannot make you do any of these, just ask that you reconsider trying these strategies instead.",0,0,0,0,0,0
"Don't revert 

90% of the track times I added were real. The GT500, Veyron, Cobra and Saleen S7 and even the Bentley, etc, times. The 10% is so I could get spread all over the car news! I want people to see what I did! I don't want anyone reverting it in 48 hours!",0,0,0,0,0,0
