Jakosc,Powierzchnia,PowierzchniaPiwnicy,LiczbaMscGaraz,PowierzchniaGarazu,RokBudowy,LiczbaLazienek,Powierzchnia1Pietra,LiczbaPokoi,TypGarazu,DlugoscDzialkiPrzyUlicy,Sasiedztwo,Cena
5.0,894.0,894.0,1.0,308.0,1976.0,1.0,894.0,5.0,Attchd,75.0,CollgCr,128200.0
6.0,1960.0,860.0,2.0,440.0,2002.0,2.0,860.0,8.0,BuiltIn,69.0,Gilbert,216500.0
6.0,987.0,483.0,1.0,264.0,1971.0,1.0,483.0,5.0,Detchd,21.0,BrDale,89500.0
7.0,1414.0,1414.0,2.0,494.0,2004.0,2.0,1414.0,6.0,Attchd,65.0,CollgCr,185500.0
7.0,1744.0,996.0,2.0,457.0,1993.0,2.0,1014.0,7.0,Attchd,69.0,SawyerW,194500.0
8.0,1694.0,1694.0,3.0,818.0,2007.0,2.0,1694.0,7.0,Attchd,93.0,NridgHt,318000.0
6.0,1487.0,735.0,1.0,220.0,1945.0,1.0,798.0,7.0,Detchd,52.0,Edwards,113000.0
8.0,1566.0,1566.0,2.0,750.0,2008.0,2.0,1566.0,7.0,Attchd,75.0,Somerst,262500.0
5.0,866.0,686.0,0.0,0.0,1945.0,1.0,866.0,4.0,Attchd,40.0,OldTown,110500.0
5.0,1440.0,540.0,1.0,352.0,1900.0,1.0,889.0,6.0,Attchd,63.0,OldTown,79000.0
6.0,1217.0,626.0,1.0,288.0,1980.0,1.0,626.0,6.0,Attchd,75.0,SawyerW,120000.0
7.0,2110.0,948.0,2.0,463.0,1994.0,2.0,1222.0,8.0,Attchd,69.0,SawyerW,205000.0
7.0,1872.0,1845.0,2.0,604.0,1988.0,2.0,1872.0,6.0,Attchd,80.0,NWAmes,241500.0
6.0,1928.0,1020.0,1.0,440.0,1910.0,2.0,908.0,9.0,Detchd,69.0,OldTown,137000.0
6.0,1375.0,1367.0,2.0,451.0,1954.0,1.0,1375.0,5.0,Attchd,75.0,NAmes,140000.0
7.0,1668.0,840.0,2.0,500.0,2003.0,2.0,840.0,8.0,Attchd,72.0,CollgCr,180000.0
6.0,2144.0,1444.0,2.0,389.0,1958.0,2.0,1444.0,7.0,Attchd,69.0,ClearCr,277000.0
3.0,1306.0,728.0,0.0,0.0,1940.0,1.0,1306.0,6.0,Attchd,55.0,BrkSide,76500.0
8.0,1625.0,1573.0,2.0,538.0,2006.0,2.0,1625.0,5.0,Attchd,44.0,Crawfor,235000.0
6.0,1640.0,798.0,2.0,520.0,2004.0,2.0,798.0,6.0,Attchd,65.0,SawyerW,173000.0
6.0,1302.0,1302.0,1.0,309.0,1964.0,2.0,1302.0,7.0,Attchd,85.0,NAmes,158000.0
5.0,1314.0,1314.0,1.0,294.0,1957.0,1.0,1314.0,5.0,Attchd,70.0,NAmes,145000.0
7.0,2291.0,975.0,2.0,429.0,1999.0,2.0,1005.0,8.0,BuiltIn,66.0,Gilbert,230000.0
6.0,1728.0,864.0,2.0,673.0,2003.0,2.0,864.0,7.0,Attchd,64.0,Somerst,207500.0
7.0,1604.0,1604.0,2.0,660.0,2006.0,2.0,1604.0,8.0,Attchd,68.0,CollgCr,220000.0
7.0,1792.0,963.0,2.0,564.0,2001.0,2.0,963.0,7.0,Attchd,80.0,CollgCr,231500.0
5.0,882.0,0.0,1.0,308.0,1956.0,1.0,882.0,4.0,Detchd,70.0,OldTown,97000.0
6.0,1382.0,1362.0,2.0,884.0,1962.0,1.0,1382.0,6.0,Attchd,120.0,NAmes,176000.0
8.0,2574.0,1482.0,3.0,868.0,2007.0,2.0,1482.0,10.0,BuiltIn,69.0,CollgCr,276000.0
6.0,1212.0,506.0,2.0,492.0,1977.0,1.0,1212.0,6.0,Attchd,88.0,Sawyer,151000.0
5.0,1316.0,926.0,2.0,484.0,1929.0,1.0,926.0,6.0,Detchd,50.0,OldTown,130000.0
5.0,764.0,680.0,2.0,504.0,1925.0,1.0,764.0,4.0,Detchd,30.0,OldTown,73000.0
6.0,1422.0,1422.0,2.0,576.0,1981.0,2.0,1422.0,7.0,Attchd,78.0,NWAmes,175500.0
6.0,1511.0,802.0,2.0,413.0,1997.0,2.0,802.0,8.0,Attchd,70.0,Gilbert,185000.0
5.0,2192.0,720.0,1.0,240.0,1939.0,2.0,1052.0,8.0,Detchd,60.0,SWISU,179500.0
5.0,778.0,740.0,1.0,924.0,1940.0,1.0,778.0,4.0,Detchd,71.0,IDOTRR,120500.0
6.0,1113.0,1143.0,1.0,504.0,1976.0,1.0,1113.0,6.0,Attchd,69.0,Edwards,148000.0
8.0,1939.0,1095.0,3.0,1053.0,2006.0,2.0,1095.0,8.0,Attchd,84.0,Somerst,266000.0
7.0,1363.0,1385.0,2.0,439.0,1954.0,1.0,1363.0,5.0,Attchd,73.0,ClearCr,241500.0
8.0,2270.0,1152.0,3.0,671.0,1999.0,2.0,1164.0,9.0,Attchd,92.0,NoRidge,290000.0
6.0,1632.0,1240.0,1.0,338.0,1958.0,2.0,1632.0,6.0,Attchd,80.0,NAmes,139000.0
5.0,816.0,816.0,1.0,264.0,1982.0,1.0,816.0,5.0,Attchd,76.0,Mitchel,124500.0
7.0,1548.0,952.0,2.0,672.0,1925.0,2.0,952.0,5.0,Detchd,55.0,BrkSide,205000.0
7.0,1560.0,1560.0,2.0,573.0,2003.0,2.0,1560.0,7.0,Attchd,129.0,Mitchel,201000.0
4.0,864.0,864.0,2.0,400.0,1951.0,1.0,864.0,4.0,Detchd,140.0,Gilbert,141000.0
9.0,2121.0,2121.0,3.0,732.0,2006.0,2.0,2121.0,8.0,Attchd,107.0,NridgHt,415298.0
7.0,2022.0,1160.0,2.0,505.0,1977.0,2.0,1156.0,8.0,Attchd,83.0,ClearCr,192000.0
7.0,1982.0,807.0,2.0,575.0,1989.0,2.0,1175.0,7.0,Attchd,82.0,SawyerW,228500.0
6.0,1262.0,1262.0,2.0,572.0,2006.0,2.0,1262.0,5.0,Attchd,60.0,Somerst,185000.0
7.0,1314.0,1314.0,2.0,626.0,2007.0,2.0,1314.0,6.0,Attchd,34.0,NridgHt,207500.0
8.0,1468.0,1468.0,3.0,898.0,2008.0,2.0,1468.0,6.0,Attchd,74.0,Somerst,244600.0
6.0,1575.0,1575.0,2.0,529.0,1992.0,2.0,1575.0,5.0,Attchd,50.0,SawyerW,179200.0
7.0,1250.0,625.0,2.0,528.0,2006.0,2.0,625.0,5.0,Detchd,35.0,Somerst,164700.0
6.0,1734.0,912.0,2.0,440.0,1962.0,1.0,1085.0,7.0,Attchd,77.0,NAmes,159000.0
4.0,858.0,858.0,0.0,0.0,1971.0,1.0,858.0,5.0,Attchd,69.0,NAmes,88000.0
5.0,900.0,882.0,1.0,280.0,1967.0,1.0,900.0,5.0,Detchd,69.0,Sawyer,122000.0
6.0,1396.0,698.0,1.0,384.0,1915.0,1.0,698.0,7.0,Detchd,60.0,BrkSide,153575.0
8.0,1919.0,1079.0,2.0,685.0,2006.0,2.0,1079.0,8.0,Attchd,120.0,CollgCr,233230.0
5.0,1716.0,780.0,0.0,0.0,1912.0,2.0,936.0,9.0,Attchd,55.0,SWISU,135900.0
5.0,1716.0,768.0,1.0,281.0,1949.0,1.0,1148.0,8.0,Attchd,60.0,Edwards,131000.0
7.0,2263.0,795.0,2.0,539.0,1977.0,2.0,1468.0,9.0,Attchd,69.0,NWAmes,235000.0
6.0,1644.0,1416.0,2.0,418.0,1953.0,1.0,1644.0,7.0,Attchd,80.0,NAmes,167000.0
6.0,1003.0,1003.0,2.0,588.0,1984.0,1.0,1003.0,6.0,Detchd,37.0,Mitchel,142500.0
5.0,1558.0,910.0,1.0,282.0,1950.0,1.0,910.0,6.0,Attchd,75.0,IDOTRR,152000.0
7.0,1950.0,975.0,2.0,576.0,1997.0,2.0,975.0,7.0,Detchd,66.0,Somerst,239000.0
6.0,1743.0,702.0,2.0,539.0,1968.0,1.0,1041.0,7.0,Attchd,90.0,NWAmes,175000.0
6.0,1152.0,1092.0,1.0,300.0,1950.0,1.0,1152.0,6.0,Attchd,80.0,Crawfor,158500.0
5.0,1336.0,1165.0,1.0,375.0,1953.0,1.0,1336.0,5.0,Attchd,90.0,Crawfor,157000.0
8.0,2452.0,1028.0,2.0,683.0,1998.0,2.0,1210.0,9.0,BuiltIn,66.0,CollgCr,267000.0
7.0,1541.0,1541.0,3.0,843.0,2001.0,2.0,1541.0,6.0,Attchd,118.0,CollgCr,205000.0
5.0,894.0,894.0,2.0,552.0,1972.0,1.0,894.0,5.0,Attchd,70.0,CollgCr,149900.0
7.0,3493.0,1470.0,3.0,870.0,1880.0,3.0,1675.0,10.0,Attchd,87.0,OldTown,295000.0
8.0,2000.0,2000.0,3.0,888.0,2004.0,2.0,2000.0,8.0,Attchd,80.0,CollgCr,305900.0
7.0,2243.0,700.0,3.0,746.0,1990.0,2.0,1122.0,8.0,Attchd,116.0,SawyerW,225000.0
6.0,1406.0,319.0,0.0,0.0,1920.0,1.0,1035.0,6.0,Attchd,69.0,IDOTRR,89500.0
4.0,861.0,861.0,2.0,539.0,1940.0,1.0,861.0,4.0,Detchd,69.0,Edwards,82500.0
9.0,1944.0,1896.0,3.0,708.0,2003.0,2.0,1944.0,8.0,Attchd,90.0,NridgHt,360000.0
6.0,1501.0,697.0,2.0,420.0,1993.0,2.0,697.0,6.0,Attchd,69.0,Gilbert,165600.0
6.0,972.0,972.0,1.0,240.0,1948.0,1.0,972.0,5.0,Detchd,50.0,NAmes,132000.0
5.0,1118.0,793.0,2.0,410.0,1939.0,1.0,793.0,5.0,Detchd,65.0,OldTown,119900.0
7.0,2036.0,2136.0,2.0,513.0,1965.0,2.0,2036.0,8.0,Attchd,150.0,Timber,375000.0
7.0,1641.0,728.0,2.0,546.0,1925.0,1.0,832.0,6.0,Detchd,60.0,OldTown,178000.0
7.0,1432.0,716.0,2.0,432.0,2004.0,2.0,716.0,6.0,Attchd,71.0,Gilbert,188500.0
7.0,2353.0,845.0,2.0,484.0,1980.0,2.0,1153.0,10.0,Attchd,94.0,NWAmes,260000.0
8.0,1959.0,1088.0,3.0,1025.0,2006.0,2.0,1088.0,8.0,Attchd,75.0,Somerst,270000.0
7.0,2646.0,1347.0,3.0,656.0,1993.0,2.0,1372.0,9.0,Attchd,90.0,NoRidge,260000.0
7.0,1472.0,1372.0,2.0,588.0,1980.0,2.0,1472.0,6.0,Attchd,69.0,NWAmes,187500.0
9.0,2596.0,1249.0,3.0,840.0,2006.0,3.0,1249.0,9.0,Attchd,111.0,NridgHt,342643.0
8.0,2468.0,1136.0,3.0,872.0,2004.0,2.0,1136.0,10.0,BuiltIn,99.0,NridgHt,354000.0
7.0,2730.0,1502.0,2.0,576.0,1986.0,2.0,1553.0,8.0,Attchd,86.0,SawyerW,301000.0
3.0,1163.0,1162.0,1.0,220.0,1955.0,1.0,1163.0,6.0,Attchd,49.0,OldTown,126175.0
7.0,2978.0,710.0,2.0,564.0,1967.0,2.0,1898.0,11.0,BuiltIn,96.0,NAmes,242000.0
5.0,803.0,720.0,2.0,360.0,1941.0,1.0,803.0,5.0,Detchd,50.0,IDOTRR,87000.0
8.0,1719.0,1719.0,2.0,473.0,1993.0,1.0,1719.0,6.0,Attchd,32.0,Veenker,324000.0
6.0,1383.0,1383.0,1.0,292.0,1960.0,1.0,1383.0,7.0,Attchd,80.0,NAmes,145250.0
6.0,2134.0,844.0,2.0,441.0,1916.0,2.0,1445.0,10.0,Detchd,69.0,BrkSide,214500.0
5.0,1192.0,596.0,1.0,189.0,1920.0,1.0,596.0,6.0,Detchd,60.0,IDOTRR,78000.0
5.0,1728.0,1728.0,1.0,352.0,1964.0,2.0,1728.0,10.0,Detchd,69.0,NAmes,119000.0
5.0,1056.0,1056.0,1.0,308.0,1958.0,1.0,1056.0,6.0,Attchd,70.0,NAmes,139000.0
8.0,1629.0,3206.0,3.0,880.0,2003.0,2.0,1629.0,7.0,Attchd,85.0,NridgHt,284000.0
7.0,1358.0,1358.0,2.0,484.0,2004.0,2.0,1358.0,6.0,Attchd,59.0,NridgHt,207000.0
6.0,1638.0,943.0,2.0,472.0,1998.0,2.0,943.0,7.0,Attchd,59.0,Gilbert,192000.0
5.0,1786.0,1499.0,2.0,529.0,1965.0,2.0,1619.0,7.0,Attchd,69.0,Timber,228950.0
9.0,1922.0,1922.0,3.0,676.0,2005.0,2.0,1922.0,8.0,Attchd,86.0,StoneBr,377426.0
7.0,1536.0,1536.0,2.0,532.0,2002.0,2.0,1536.0,7.0,Attchd,70.0,CollgCr,214000.0
7.0,1621.0,1208.0,2.0,440.0,1984.0,2.0,1621.0,8.0,Attchd,91.0,NWAmes,202500.0
6.0,1215.0,1215.0,1.0,297.0,1958.0,1.0,1215.0,6.0,Attchd,66.0,NAmes,155000.0
8.0,1908.0,967.0,2.0,431.0,2002.0,2.0,993.0,9.0,Attchd,85.0,Timber,202900.0
4.0,841.0,721.0,1.0,294.0,1950.0,1.0,841.0,4.0,CarPort,60.0,SawyerW,82000.0
3.0,1040.0,0.0,2.0,400.0,1949.0,2.0,1040.0,6.0,Detchd,69.0,NAmes,87500.0
9.0,1684.0,1684.0,2.0,564.0,2005.0,2.0,1684.0,6.0,Attchd,63.0,NridgHt,266000.0
5.0,1112.0,536.0,1.0,336.0,1976.0,1.0,536.0,4.0,Attchd,36.0,MeadowV,85000.0
6.0,1577.0,972.0,1.0,312.0,1939.0,1.0,972.0,6.0,Detchd,65.0,BrkSide,140200.0
6.0,958.0,958.0,1.0,301.0,1960.0,1.0,958.0,5.0,Attchd,69.0,NAmes,151500.0
6.0,1478.0,1478.0,2.0,498.0,1960.0,2.0,1478.0,6.0,Attchd,69.0,NAmes,157500.0
7.0,1626.0,764.0,2.0,474.0,2003.0,2.0,764.0,6.0,BuiltIn,36.0,NridgHt,154000.0
9.0,2728.0,1848.0,3.0,706.0,2005.0,2.0,1848.0,10.0,Attchd,56.0,NridgHt,437154.0
9.0,1869.0,1869.0,2.0,617.0,2007.0,2.0,1869.0,6.0,Attchd,68.0,NridgHt,318061.0
7.0,1453.0,1453.0,2.0,445.0,1986.0,1.0,1453.0,6.0,Attchd,69.0,ClearCr,190000.0
5.0,1111.0,616.0,1.0,200.0,1941.0,1.0,616.0,5.0,Detchd,60.0,Edwards,95000.0
6.0,720.0,624.0,2.0,484.0,1928.0,1.0,720.0,5.0,Detchd,60.0,OldTown,105900.0
6.0,1595.0,940.0,1.0,240.0,1940.0,1.0,1192.0,6.0,Attchd,60.0,SWISU,140000.0
6.0,1200.0,1200.0,2.0,521.0,1995.0,2.0,1200.0,6.0,Attchd,105.0,CollgCr,177500.0
6.0,1167.0,1158.0,2.0,400.0,1992.0,2.0,1167.0,6.0,Attchd,69.0,Gilbert,173000.0
5.0,1142.0,1142.0,2.0,528.0,1976.0,1.0,1142.0,6.0,Attchd,44.0,MeadowV,134000.0
5.0,1352.0,1062.0,1.0,288.0,1958.0,1.0,1352.0,6.0,BuiltIn,92.0,ClearCr,130000.0
8.0,1924.0,1086.0,2.0,592.0,1998.0,2.0,1086.0,7.0,Attchd,78.0,NoRidge,280000.0
6.0,912.0,888.0,2.0,470.0,1978.0,1.0,912.0,5.0,Attchd,69.0,Mitchel,156000.0
5.0,1505.0,883.0,1.0,240.0,1940.0,1.0,988.0,8.0,Detchd,69.0,BrkSide,145000.0
7.0,1922.0,0.0,2.0,672.0,2003.0,3.0,495.0,7.0,BuiltIn,64.0,Edwards,198500.0
6.0,987.0,483.0,1.0,264.0,1972.0,1.0,483.0,5.0,Detchd,21.0,BrDale,118000.0
6.0,1574.0,796.0,2.0,566.0,1976.0,2.0,790.0,6.0,Attchd,69.0,NWAmes,190000.0
5.0,1344.0,672.0,1.0,468.0,1920.0,1.0,672.0,6.0,Detchd,59.0,IDOTRR,147000.0
6.0,1394.0,1394.0,2.0,514.0,1963.0,1.0,1394.0,6.0,Attchd,69.0,NAmes,159000.0
6.0,1431.0,1099.0,1.0,296.0,1962.0,1.0,1431.0,6.0,Basment,101.0,NAmes,165000.0
5.0,1268.0,1268.0,1.0,244.0,1954.0,1.0,1268.0,7.0,Attchd,78.0,NAmes,132000.0
5.0,1287.0,1063.0,2.0,576.0,1959.0,1.0,1287.0,7.0,Detchd,69.0,NAmes,162000.0
6.0,1664.0,953.0,2.0,460.0,2000.0,2.0,953.0,7.0,Attchd,69.0,Gilbert,172400.0
4.0,1588.0,0.0,2.0,680.0,1959.0,2.0,1120.0,7.0,Detchd,80.0,ClearCr,134432.0
6.0,752.0,744.0,1.0,264.0,1984.0,1.0,752.0,4.0,Attchd,50.0,SawyerW,125000.0
5.0,1319.0,608.0,1.0,270.0,1953.0,1.0,1319.0,5.0,Attchd,79.0,NAmes,123000.0
7.0,1928.0,847.0,2.0,434.0,2003.0,2.0,847.0,8.0,BuiltIn,65.0,CollgCr,219500.0
1.0,904.0,683.0,0.0,0.0,1922.0,0.0,904.0,4.0,Attchd,69.0,Edwards,61000.0
5.0,914.0,870.0,2.0,576.0,1996.0,1.0,914.0,5.0,Detchd,57.0,CollgCr,148000.0
8.0,2466.0,1580.0,2.0,610.0,2004.0,3.0,1580.0,8.0,Attchd,102.0,Somerst,340000.0
9.0,1856.0,1856.0,3.0,834.0,2010.0,1.0,1856.0,8.0,Attchd,88.0,StoneBr,394432.0
6.0,1800.0,982.0,2.0,463.0,2000.0,2.0,1007.0,7.0,Attchd,60.0,Gilbert,179000.0
5.0,1691.0,1026.0,1.0,308.0,1924.0,2.0,1026.0,6.0,Detchd,50.0,SWISU,127000.0
7.0,1301.0,1293.0,2.0,572.0,2006.0,2.0,1301.0,5.0,Attchd,60.0,Somerst,187750.0
7.0,1797.0,939.0,2.0,639.0,2006.0,2.0,939.0,8.0,Attchd,79.0,CollgCr,213500.0
6.0,784.0,784.0,2.0,360.0,1928.0,1.0,784.0,5.0,Detchd,60.0,SawyerW,76000.0
6.0,1953.0,1580.0,2.0,501.0,1992.0,2.0,1079.0,9.0,Attchd,69.0,ClearCr,240000.0
8.0,1269.0,1256.0,2.0,430.0,2004.0,2.0,1269.0,6.0,Attchd,43.0,Blmngtn,192000.0
5.0,1184.0,658.0,0.0,0.0,1910.0,1.0,658.0,8.0,Attchd,58.0,Edwards,81000.0
6.0,1125.0,1041.0,1.0,352.0,1976.0,1.0,1125.0,6.0,Detchd,72.0,Edwards,125000.0
7.0,1479.0,1468.0,2.0,577.0,1999.0,2.0,1479.0,6.0,Attchd,93.0,CollgCr,191000.0
10.0,2332.0,1682.0,3.0,846.0,2007.0,2.0,1742.0,9.0,BuiltIn,96.0,NridgHt,426000.0
5.0,1367.0,861.0,1.0,384.0,1900.0,1.0,961.0,7.0,Detchd,50.0,Edwards,119000.0
6.0,1961.0,804.0,2.0,560.0,2001.0,2.0,804.0,7.0,BuiltIn,71.0,Mitchel,215000.0
5.0,882.0,0.0,1.0,294.0,1959.0,1.0,882.0,5.0,Attchd,69.0,NAmes,106500.0
4.0,788.0,788.0,0.0,0.0,1941.0,1.0,788.0,4.0,Attchd,69.0,BrkSide,100000.0
5.0,1034.0,735.0,1.0,240.0,1940.0,1.0,735.0,5.0,Detchd,60.0,OldTown,109000.0
5.0,1144.0,1144.0,1.0,596.0,1956.0,1.0,1144.0,6.0,Attchd,68.0,Edwards,129000.0
5.0,894.0,894.0,2.0,600.0,1972.0,1.0,894.0,6.0,Detchd,60.0,CollgCr,123000.0
5.0,1812.0,864.0,1.0,264.0,1962.0,2.0,876.0,8.0,Attchd,69.0,NAmes,169500.0
5.0,1077.0,961.0,1.0,338.0,1920.0,1.0,1077.0,6.0,Detchd,60.0,IDOTRR,67000.0
7.0,1550.0,1092.0,2.0,438.0,2006.0,2.0,1112.0,7.0,Attchd,65.0,Somerst,241000.0
8.0,1288.0,1260.0,2.0,500.0,1996.0,1.0,1288.0,4.0,Attchd,38.0,Veenker,245500.0
7.0,1310.0,1310.0,2.0,400.0,2005.0,2.0,1310.0,6.0,Attchd,65.0,CollgCr,164990.0
5.0,672.0,672.0,1.0,240.0,1940.0,1.0,672.0,4.0,Detchd,60.0,Sawyer,108000.0
8.0,2263.0,1141.0,2.0,420.0,1998.0,2.0,1165.0,10.0,BuiltIn,93.0,NoRidge,258000.0
6.0,1572.0,806.0,2.0,373.0,1995.0,2.0,806.0,7.0,BuiltIn,69.0,Gilbert,168000.0
4.0,1620.0,1281.0,2.0,490.0,1976.0,2.0,1620.0,8.0,Attchd,69.0,Sawyer,150000.0
6.0,1639.0,1064.0,1.0,240.0,1936.0,1.0,1166.0,6.0,Detchd,51.0,SWISU,115000.0
6.0,1680.0,840.0,1.0,308.0,1915.0,2.0,840.0,8.0,Attchd,63.0,Crawfor,177000.0
7.0,2172.0,1063.0,3.0,947.0,2006.0,2.0,1071.0,9.0,Attchd,109.0,NridgHt,280000.0
8.0,2078.0,1034.0,3.0,836.0,2007.0,2.0,1050.0,8.0,Attchd,85.0,Somerst,339750.0
5.0,1276.0,1276.0,1.0,350.0,1958.0,1.0,1276.0,5.0,Attchd,68.0,Edwards,60000.0
5.0,1056.0,1056.0,2.0,572.0,1955.0,1.0,1056.0,5.0,Attchd,100.0,Gilbert,145000.0
7.0,1478.0,1470.0,2.0,484.0,2009.0,2.0,1478.0,7.0,Attchd,69.0,Somerst,222000.0
5.0,1028.0,1008.0,2.0,360.0,1927.0,1.0,1028.0,5.0,Detchd,56.0,OldTown,115000.0
7.0,2097.0,1080.0,3.0,678.0,1993.0,2.0,1080.0,9.0,Attchd,59.0,SawyerW,228000.0
7.0,1340.0,1340.0,2.0,396.0,2007.0,2.0,1340.0,6.0,Attchd,73.0,Gilbert,181134.0
6.0,1400.0,672.0,2.0,440.0,1978.0,1.0,672.0,6.0,Attchd,74.0,Sawyer,149500.0
6.0,2624.0,1370.0,3.0,864.0,1918.0,2.0,1370.0,10.0,Detchd,86.0,Crawfor,239000.0
5.0,1134.0,756.0,1.0,240.0,1940.0,1.0,756.0,7.0,Detchd,60.0,Edwards,126000.0
5.0,1056.0,1056.0,1.0,304.0,1968.0,1.0,1056.0,6.0,Attchd,65.0,NAmes,142000.0
7.0,1344.0,1344.0,4.0,784.0,1997.0,2.0,1344.0,8.0,Attchd,78.0,Mitchel,206300.0
6.0,1602.0,1602.0,2.0,529.0,1977.0,2.0,1602.0,8.0,Attchd,69.0,NWAmes,215000.0
5.0,988.0,988.0,2.0,520.0,1954.0,1.0,988.0,4.0,Attchd,100.0,Mitchel,113000.0
8.0,2630.0,1470.0,3.0,696.0,1998.0,2.0,1470.0,8.0,Attchd,80.0,NoRidge,315000.0
6.0,1196.0,1196.0,1.0,297.0,1956.0,1.0,1196.0,6.0,Attchd,72.0,NAmes,139000.0
7.0,1389.0,651.0,1.0,240.0,1946.0,1.0,707.0,6.0,Detchd,60.0,OldTown,135000.0
7.0,1644.0,1518.0,2.0,569.0,1989.0,2.0,1644.0,5.0,Attchd,69.0,SawyerW,275000.0
4.0,907.0,907.0,1.0,352.0,1957.0,1.0,907.0,5.0,Detchd,77.0,NAmes,109008.0
7.0,1208.0,1208.0,2.0,628.0,2007.0,2.0,1208.0,6.0,Attchd,64.0,CollgCr,195400.0
6.0,1412.0,1392.0,2.0,576.0,1988.0,2.0,1412.0,6.0,Attchd,130.0,Timber,175000.0
6.0,987.0,483.0,1.0,264.0,1971.0,1.0,483.0,4.0,Detchd,21.0,BrDale,85400.0
6.0,1198.0,901.0,0.0,0.0,1920.0,1.0,1088.0,7.0,Attchd,60.0,OldTown,79900.0
5.0,1365.0,765.0,2.0,440.0,1971.0,1.0,765.0,6.0,Detchd,24.0,BrDale,122500.0
6.0,1604.0,926.0,2.0,470.0,1997.0,2.0,926.0,7.0,Attchd,100.0,Gilbert,181000.0
4.0,630.0,630.0,0.0,0.0,1972.0,1.0,630.0,3.0,Attchd,21.0,MeadowV,81000.0
7.0,1661.0,799.0,2.0,550.0,1996.0,2.0,827.0,6.0,Attchd,43.0,CollgCr,212000.0
6.0,1118.0,648.0,2.0,440.0,1920.0,1.0,734.0,6.0,Detchd,40.0,OldTown,116000.0
6.0,904.0,884.0,1.0,180.0,1926.0,1.0,904.0,4.0,Detchd,50.0,BrkSide,119000.0
5.0,694.0,440.0,1.0,352.0,1913.0,1.0,694.0,4.0,Detchd,40.0,Crawfor,90350.0
6.0,1196.0,684.0,2.0,528.0,1920.0,1.0,684.0,7.0,Detchd,67.0,Edwards,110000.0
10.0,2402.0,3094.0,3.0,672.0,2008.0,2.0,2402.0,10.0,Attchd,105.0,NridgHt,555000.0
4.0,1440.0,1440.0,0.0,0.0,1955.0,2.0,1440.0,8.0,Attchd,92.0,Edwards,118000.0
5.0,1573.0,1078.0,2.0,360.0,1930.0,2.0,1128.0,8.0,Detchd,52.0,BrkSide,162900.0
7.0,1258.0,1258.0,3.0,648.0,2006.0,2.0,1258.0,6.0,Attchd,53.0,Blmngtn,172500.0
7.0,1908.0,915.0,2.0,493.0,1994.0,2.0,933.0,8.0,Attchd,70.0,CollgCr,210000.0
6.0,1689.0,1436.0,2.0,480.0,1956.0,1.0,1689.0,7.0,Attchd,73.0,Edwards,127500.0
6.0,1888.0,1517.0,2.0,578.0,1966.0,2.0,1888.0,6.0,Attchd,137.0,NAmes,190000.0
7.0,1886.0,930.0,2.0,431.0,1998.0,2.0,956.0,10.0,Attchd,69.0,Gilbert,199900.0
6.0,1376.0,780.0,1.0,198.0,1937.0,2.0,780.0,7.0,Detchd,50.0,IDOTRR,119500.0
3.0,1183.0,649.0,1.0,308.0,1948.0,1.0,679.0,6.0,Detchd,50.0,OldTown,120000.0
6.0,813.0,813.0,1.0,270.0,1930.0,1.0,813.0,5.0,Detchd,70.0,OldTown,110000.0
7.0,1533.0,1533.0,2.0,576.0,1975.0,2.0,1533.0,5.0,Attchd,62.0,ClearCr,280000.0
6.0,1756.0,872.0,2.0,422.0,1996.0,2.0,888.0,7.0,Attchd,69.0,Timber,204000.0
8.0,1590.0,768.0,2.0,676.0,2008.0,2.0,786.0,6.0,Attchd,75.0,Somerst,210000.0
5.0,1728.0,1728.0,2.0,560.0,1976.0,2.0,1728.0,8.0,Detchd,63.0,Mitchel,188000.0
7.0,1242.0,1242.0,2.0,528.0,1973.0,1.0,1242.0,6.0,Attchd,80.0,NWAmes,175500.0
5.0,1344.0,624.0,3.0,513.0,1916.0,1.0,624.0,7.0,Detchd,34.0,OldTown,98000.0
4.0,1663.0,1364.0,2.0,529.0,1954.0,1.0,1663.0,6.0,Attchd,69.0,ClearCr,256000.0
8.0,1666.0,588.0,1.0,228.0,1925.0,1.0,833.0,7.0,Detchd,69.0,OldTown,161000.0
5.0,1203.0,709.0,1.0,352.0,1950.0,1.0,979.0,5.0,Detchd,69.0,BrkSide,110000.0
8.0,1935.0,832.0,2.0,552.0,2009.0,2.0,832.0,8.0,BuiltIn,75.0,Somerst,263435.0
7.0,1135.0,560.0,2.0,576.0,1936.0,1.0,575.0,6.0,Detchd,60.0,SWISU,155000.0
5.0,864.0,864.0,1.0,360.0,1965.0,1.0,864.0,5.0,Detchd,60.0,Sawyer,62383.0
6.0,1660.0,715.0,1.0,240.0,1934.0,1.0,849.0,6.0,Detchd,74.0,Crawfor,188700.0
5.0,1040.0,1040.0,0.0,0.0,1978.0,2.0,1040.0,5.0,Attchd,60.0,CollgCr,124000.0
7.0,1414.0,1375.0,2.0,398.0,2004.0,2.0,1414.0,6.0,Attchd,69.0,Blmngtn,178740.0
7.0,1277.0,1277.0,2.0,526.0,1970.0,1.0,1277.0,5.0,Attchd,85.0,NAmes,167000.0
5.0,1644.0,728.0,1.0,312.0,1942.0,1.0,888.0,7.0,Attchd,79.0,NAmes,146500.0
8.0,1634.0,1626.0,3.0,866.0,2006.0,2.0,1634.0,7.0,Attchd,98.0,NridgHt,250000.0
